file,name,start_line,end_line
tools/joint_estimator/probe_desksim.py,entry_logp,108,112
tools/joint_estimator/probe_desksim.py,key_trans_logp,115,124
tools/joint_estimator/probe_desksim.py,chord_trans_logp,127,131
tools/joint_estimator/probe_desksim.py,emission_logp,134,140
tools/joint_estimator/probe_desksim.py,spelling_logp,143,144
tools/joint_estimator/probe_desksim.py,bass_logp,147,148
tools/joint_estimator/probe_desksim.py,factor_absent_logp,151,152
tools/joint_estimator/probe_desksim.py,boundary_logp,155,163
tools/joint_estimator/probe_desksim.py,cadence_weights,171,173
tools/joint_estimator/probe_run.py,_git_head,49,51
tools/joint_estimator/probe_run.py,render_rn,54,66
tools/joint_estimator/probe_run.py,_pcs_bitmask,69,73
tools/joint_estimator/probe_run.py,decode_to_regions,76,108
tools/joint_estimator/probe_run.py,grade_regions,111,128
tools/joint_estimator/probe_run.py,_pct,131,132
tools/joint_estimator/probe_run.py,_delta,141,144
tools/joint_estimator/probe_run.py,_completion_delta,147,160
tools/joint_estimator/probe_run.py,run_corpus,163,282
tools/joint_estimator/probe_run.py,measure_prune_loss,310,366
tools/joint_estimator/probe_run.py,re_grade_from_artifact,369,422
tools/joint_estimator/probe_run.py,add_vs_default,425,483
tools/joint_estimator/probe_run.py,_win_loss,486,500
tools/joint_estimator/probe_run.py,_print_corpus_report,503,534
tools/joint_estimator/probe_run.py,run_parity_artifact,537,562
tools/joint_estimator/probe_run.py,write_summaries,565,674
tools/joint_estimator/probe_run.py,main,677,690
tools/joint_estimator/probe_run.py,__init__,301,302
tools/joint_estimator/probe_run.py,grade_at,320,340
tools/joint_estimator/probe_run.py,cols,345,347
tools/joint_estimator/probe_run.py,_kl,437,440
tools/joint_estimator/probe_run.py,_rt,442,445
tools/joint_estimator/search_direct.py,_masked_scale,89,92
tools/joint_estimator/search_direct.py,maxplus_decode,115,223
tools/joint_estimator/search_direct.py,segments_to_dicts,226,242
tools/joint_estimator/search_direct.py,establish_decoder,249,318
tools/joint_estimator/search_direct.py,grade_stems,349,387
tools/joint_estimator/search_direct.py,_dis_fraction,390,392
tools/joint_estimator/search_direct.py,normalize,399,406
tools/joint_estimator/search_direct.py,generative_scale,409,414
tools/joint_estimator/search_direct.py,coordinate_search,417,484
tools/joint_estimator/search_direct.py,starting_points,487,500
tools/joint_estimator/search_direct.py,training_stems,507,513
tools/joint_estimator/search_direct.py,search_fit,516,545
tools/joint_estimator/search_direct.py,run,548,578
tools/joint_estimator/search_direct.py,_provenance,581,627
tools/joint_estimator/search_direct.py,main,630,655
tools/joint_estimator/search_direct.py,merge_parts,658,708
tools/joint_estimator/search_direct.py,__init__,102,112
tools/joint_estimator/search_direct.py,__init__,329,342
tools/joint_estimator/search_direct.py,R,431,439
tools/joint_estimator/search_run.py,select_optimum,68,71
tools/joint_estimator/search_run.py,decode_and_grade,74,94
tools/joint_estimator/search_run.py,reproduce_check,97,106
tools/joint_estimator/search_run.py,gt_modulation_rate,109,120
tools/joint_estimator/search_run.py,decode_modulation_rate,123,128
tools/joint_estimator/search_run.py,stability_heldout,131,160
tools/joint_estimator/search_run.py,establish_at_selected,163,198
tools/joint_estimator/search_run.py,main,201,394
tools/joint_estimator/search_run.py,_paired,397,421
tools/joint_estimator/search_run.py,write_summary,424,511
tools/notation_seams/analyze_cost_profile.py,load,40,42
tools/notation_seams/analyze_cost_profile.py,git_hash,45,49
tools/notation_seams/analyze_cost_profile.py,loglog_fit,54,104
tools/notation_seams/analyze_cost_profile.py,main,107,304
tools/notation_seams/analyze_cost_profile.py,fit,62,71
tools/notation_seams/analyze_cost_profile.py,rnd,84,90
tools/notation_seams/analyze_cost_profile.py,predict,208,211
tools/notation_seams/choose_exposure_constants.py,duration_weighted_rate,45,51
tools/notation_seams/choose_exposure_constants.py,count_rate,54,57
tools/notation_seams/choose_exposure_constants.py,main,60,164
tools/notation_seams/classify_dualarm.py,exotic_mode,64,66
tools/notation_seams/classify_dualarm.py,has_grading_token,69,70
tools/notation_seams/classify_dualarm.py,is_pedal,73,74
tools/notation_seams/classify_dualarm.py,index_by,79,84
tools/notation_seams/classify_dualarm.py,annotation_key,87,88
tools/notation_seams/classify_dualarm.py,implode_key,91,95
tools/notation_seams/classify_dualarm.py,tuning_key,98,99
tools/notation_seams/classify_dualarm.py,noteseam_key,102,103
tools/notation_seams/classify_dualarm.py,annotation_readings,114,119
tools/notation_seams/classify_dualarm.py,implode_readings,122,130
tools/notation_seams/classify_dualarm.py,local_seq,133,135
tools/notation_seams/classify_dualarm.py,one_sided_class,138,151
tools/notation_seams/classify_dualarm.py,classify_text_pair,156,179
tools/notation_seams/classify_dualarm.py,classify_annotation,182,213
tools/notation_seams/classify_dualarm.py,classify_implode,216,257
tools/notation_seams/classify_dualarm.py,classify_tuning,260,285
tools/notation_seams/classify_dualarm.py,classify_noteseam,288,357
tools/notation_seams/classify_dualarm.py,blank_counts,368,369
tools/notation_seams/classify_dualarm.py,main,372,485
tools/notation_seams/gen_callpath_facts.py,cite,99,100
tools/notation_seams/gen_callpath_facts.py,verify_anchors,106,121
tools/notation_seams/gen_callpath_facts.py,git_hash,124,129
tools/notation_seams/gen_callpath_facts.py,build_facts,132,308
tools/notation_seams/gen_callpath_facts.py,main,311,341
tools/notation_seams/gen_editing_cycle.py,load,48,50
tools/notation_seams/gen_editing_cycle.py,git_hash,53,57
tools/notation_seams/gen_editing_cycle.py,main,111,180
tools/notation_seams/gen_ground_truth_inventory.py,git_hash,79,83
tools/notation_seams/gen_ground_truth_inventory.py,count_tsv_labels,86,99
tools/notation_seams/gen_ground_truth_inventory.py,max_measure,102,119
tools/notation_seams/gen_ground_truth_inventory.py,main,122,183
tools/notation_seams/reconcile_switch_goldens.py,has_grading_token,89,90
tools/notation_seams/reconcile_switch_goldens.py,classify_text,93,103
tools/notation_seams/reconcile_switch_goldens.py,git_show,106,111
tools/notation_seams/reconcile_switch_goldens.py,blank_counts,114,115
tools/notation_seams/reconcile_switch_goldens.py,classify_tickregional,120,161
tools/notation_seams/reconcile_switch_goldens.py,classify_implodedchordtrack,164,201
tools/notation_seams/reconcile_switch_goldens.py,_ann_kind,204,217
tools/notation_seams/reconcile_switch_goldens.py,classify_annotation,220,274
tools/notation_seams/reconcile_switch_goldens.py,main,284,408
