file,line,call,func,context
tools/joint_estimator/search_direct.py,577,write_text,run,"Path(out_path).write_text(json.dumps(out, indent=1), encoding=""utf-8"")"
tools/joint_estimator/search_direct.py,661,glob,merge_parts,"parts = sorted(_HERE.glob(""weight_search_part_*.json""))"
tools/joint_estimator/search_direct.py,666,loads,merge_parts,"d = json.loads(p.read_text(encoding=""utf-8""))"
tools/joint_estimator/search_direct.py,703,dumps,merge_parts,"dst.write_text(json.dumps(out, indent=1), encoding=""utf-8"")"
tools/joint_estimator/search_direct.py,577,dumps,run,"Path(out_path).write_text(json.dumps(out, indent=1), encoding=""utf-8"")"
tools/joint_estimator/search_direct.py,666,read_text,merge_parts,"d = json.loads(p.read_text(encoding=""utf-8""))"
tools/joint_estimator/search_run.py,204,loads,main,"search = json.loads(SEARCH_ARTIFACT.read_text(encoding=""utf-8""))"
tools/joint_estimator/search_run.py,205,loads,main,"committed = json.loads(FIT_GRADING.read_text(encoding=""utf-8""))"
tools/joint_estimator/search_run.py,206,loads,main,"wf = json.loads((_HERE / ""weight_fit.json"").read_text(encoding=""utf-8""))"
tools/joint_estimator/search_run.py,391,write_text,main,"OUT_JSON.write_text(json.dumps(out, indent=1), encoding=""utf-8"")"
tools/joint_estimator/search_run.py,510,write_text,write_summary,"OUT_SUMMARY.write_text(""\n"".join(L) + ""\n"", encoding=""utf-8"")"
tools/joint_estimator/search_run.py,204,read_text,main,"search = json.loads(SEARCH_ARTIFACT.read_text(encoding=""utf-8""))"
tools/joint_estimator/search_run.py,205,read_text,main,"committed = json.loads(FIT_GRADING.read_text(encoding=""utf-8""))"
tools/joint_estimator/search_run.py,206,read_text,main,"wf = json.loads((_HERE / ""weight_fit.json"").read_text(encoding=""utf-8""))"
tools/joint_estimator/search_run.py,391,dumps,main,"OUT_JSON.write_text(json.dumps(out, indent=1), encoding=""utf-8"")"
tools/notation_seams/analyze_cost_profile.py,108,load,main,"counts = load(NS / ""large_score_profile_counts.json"")"
tools/notation_seams/analyze_cost_profile.py,109,load,main,"decode = load(NS / ""large_score_decode_profile.json"")"
tools/notation_seams/analyze_cost_profile.py,110,load,main,"content_dp = load(JE / ""content_dp_split.json"")"
tools/notation_seams/analyze_cost_profile.py,111,load,main,"latency = load(NS / ""noteseam_latency.json"")"
tools/notation_seams/analyze_cost_profile.py,290,write_text,main,"outp.write_text(json.dumps(out, ensure_ascii=False, indent=1) + ""\n"", encoding=""utf-8"")"
tools/notation_seams/analyze_cost_profile.py,42,loads,load,"return json.loads(p.read_text(encoding=""utf-8"")) if p.exists() else None"
tools/notation_seams/analyze_cost_profile.py,42,read_text,load,"return json.loads(p.read_text(encoding=""utf-8"")) if p.exists() else None"
tools/notation_seams/analyze_cost_profile.py,290,dumps,main,"outp.write_text(json.dumps(out, ensure_ascii=False, indent=1) + ""\n"", encoding=""utf-8"")"
tools/notation_seams/choose_exposure_constants.py,67,open,main,"with open(MEASUREMENT, ""r"", encoding=""utf-8"") as f:"
tools/notation_seams/choose_exposure_constants.py,68,load,main,data = json.load(f)
tools/notation_seams/choose_exposure_constants.py,146,open,main,"with open(OUT, ""w"", encoding=""utf-8"") as f:"
tools/notation_seams/choose_exposure_constants.py,147,dump,main,"json.dump(out, f, indent=2)"
tools/notation_seams/classify_dualarm.py,379,open,main,"with open(args.capture, ""r"", encoding=""utf-8"") as fh:"
tools/notation_seams/classify_dualarm.py,380,load,main,cap = json.load(fh)
tools/notation_seams/classify_dualarm.py,436,open,main,"with open(args.out, ""w"", encoding=""utf-8"", newline=""\n"") as fh:"
tools/notation_seams/classify_dualarm.py,437,dump,main,"json.dump(report, fh, indent=1, ensure_ascii=False)"
tools/notation_seams/classify_dualarm.py,479,open,main,"with open(args.summary, ""w"", encoding=""utf-8"", newline=""\n"") as fh:"
tools/notation_seams/gen_callpath_facts.py,339,write_text,main,"OUT.write_text(json.dumps(doc, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"
tools/notation_seams/gen_callpath_facts.py,339,dumps,main,"OUT.write_text(json.dumps(doc, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"
tools/notation_seams/gen_callpath_facts.py,113,read_text,verify_anchors,"cache[rel] = p.read_text(encoding=""utf-8"", errors=""replace"").splitlines()"
tools/notation_seams/gen_editing_cycle.py,112,load,main,"latency = load(NS / ""noteseam_latency.json"")"
tools/notation_seams/gen_editing_cycle.py,113,load,main,"decode = load(NS / ""large_score_decode_profile.json"")"
tools/notation_seams/gen_editing_cycle.py,175,write_text,main,"(NS / ""editing_cycle.json"").write_text(json.dumps(out, ensure_ascii=False, indent=1) + ""\n"","
tools/notation_seams/gen_editing_cycle.py,50,loads,load,"return json.loads(p.read_text(encoding=""utf-8"")) if p.exists() else None"
tools/notation_seams/gen_editing_cycle.py,50,read_text,load,"return json.loads(p.read_text(encoding=""utf-8"")) if p.exists() else None"
tools/notation_seams/gen_editing_cycle.py,175,dumps,main,"(NS / ""editing_cycle.json"").write_text(json.dumps(out, ensure_ascii=False, indent=1) + ""\n"","
tools/notation_seams/gen_ground_truth_inventory.py,91,glob,count_tsv_labels,"for f in tsv_dir.glob(""*.tsv""):"
tools/notation_seams/gen_ground_truth_inventory.py,109,glob,max_measure,"for f in ms3_dir.glob(""*.mscx""):"
tools/notation_seams/gen_ground_truth_inventory.py,175,write_text,main,"(NS / ""ground_truth_inventory.json"").write_text("
tools/notation_seams/gen_ground_truth_inventory.py,112,glob,max_measure,"scores = sorted(ms3_dir.glob(""*.mscx""), key=lambda p: p.stat().st_size, reverse=True)"
tools/notation_seams/gen_ground_truth_inventory.py,115,read_text,max_measure,"txt = scores[0].read_text(encoding=""utf-8"", errors=""replace"")"
tools/notation_seams/gen_ground_truth_inventory.py,176,dumps,main,"json.dumps(out, ensure_ascii=False, indent=1) + ""\n"", encoding=""utf-8"")"
tools/notation_seams/gen_ground_truth_inventory.py,94,open,count_tsv_labels,"with open(f, encoding=""utf-8"", newline="""") as fh:"
tools/notation_seams/reconcile_switch_goldens.py,111,loads,git_show,"return json.loads(out.stdout.decode(""utf-8""))"
tools/notation_seams/reconcile_switch_goldens.py,373,open,main,"with open(args.out, ""w"", encoding=""utf-8"", newline=""\n"") as fh:"
tools/notation_seams/reconcile_switch_goldens.py,374,dump,main,"json.dump(report, fh, indent=1, ensure_ascii=False)"
tools/notation_seams/reconcile_switch_goldens.py,403,open,main,"with open(args.summary, ""w"", encoding=""utf-8"", newline=""\n"") as fh:"
tools/notation_seams/reconcile_switch_goldens.py,304,open,main,"with open(args.p6, ""r"", encoding=""utf-8"") as fh:"
tools/notation_seams/reconcile_switch_goldens.py,315,open,main,"with open(os.path.join(snap_dir, fn), ""r"", encoding=""utf-8"") as fh:"
tools/notation_seams/reconcile_switch_goldens.py,316,load,main,new = json.load(fh)
tools/notation_seams/reconcile_switch_goldens.py,300,listdir,main,"goldens = sorted(f for f in os.listdir(snap_dir) if f.endswith("".json""))"
tools/notation_seams/reconcile_switch_goldens.py,305,load,main,"p6_grand = json.load(fh).get(""grandTotals"")"
