file,line,kind,func,context
src/composing/analysis/chord/chordsymbolformatter.cpp,606,else-if,csfDiatonicRoman,"} else if (hasExtension(r.identity.extensions, Extension::NaturalEleventh)) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,608,else-if,csfDiatonicRoman,"} else if (hasExtension(r.identity.extensions, Extension::FlatNinth)) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,610,else-if,csfDiatonicRoman,"} else if (hasExtension(r.identity.extensions, Extension::SharpNinth)) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,612,else-if,csfDiatonicRoman,"} else if (hasExtension(r.identity.extensions, Extension::NaturalNinth)) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,625,switch,csfCoreIntervals,switch (quality) {
src/composing/analysis/chord/chordsymbolformatter.cpp,626,case,csfCoreIntervals,case ChordQuality::Major:
src/composing/analysis/chord/chordsymbolformatter.cpp,629,case,csfCoreIntervals,case ChordQuality::Minor:
src/composing/analysis/chord/chordsymbolformatter.cpp,632,case,csfCoreIntervals,case ChordQuality::HalfDiminished:
src/composing/analysis/chord/chordsymbolformatter.cpp,635,case,csfCoreIntervals,case ChordQuality::Diminished:
src/composing/analysis/chord/chordsymbolformatter.cpp,638,case,csfCoreIntervals,case ChordQuality::Augmented:
src/composing/analysis/chord/chordsymbolformatter.cpp,641,case,csfCoreIntervals,case ChordQuality::Suspended2:
src/composing/analysis/chord/chordsymbolformatter.cpp,644,case,csfCoreIntervals,case ChordQuality::Suspended4:
src/composing/analysis/chord/chordsymbolformatter.cpp,647,case,csfCoreIntervals,case ChordQuality::Power:
src/composing/analysis/chord/chordsymbolformatter.cpp,655,if,csfCoreIntervals,if (hasDiminishedSeventh && quality == ChordQuality::Diminished) {
src/composing/analysis/chord/chordsymbolformatter.cpp,657,else-if,csfCoreIntervals,} else if (hasMajorSeventh) {
src/composing/analysis/chord/chordsymbolformatter.cpp,659,else-if,csfCoreIntervals,} else if (hasMinorSeventh) {
src/composing/analysis/chord/chordsymbolformatter.cpp,669,if,csfRomanWithInversion,if (roman.empty() || bassPc == rootPc) {
src/composing/analysis/chord/chordsymbolformatter.cpp,678,if,csfRomanWithInversion,if (intervalIt == intervals.end()) {
src/composing/analysis/chord/chordsymbolformatter.cpp,683,if,csfRomanWithInversion,if (inversion <= 0) {
src/composing/analysis/chord/chordsymbolformatter.cpp,687,if,csfRomanWithInversion,if (intervals.size() <= 3) {
src/composing/analysis/chord/chordsymbolformatter.cpp,688,if,csfRomanWithInversion,if (inversion == 1) {
src/composing/analysis/chord/chordsymbolformatter.cpp,691,if,csfRomanWithInversion,if (inversion == 2) {
src/composing/analysis/chord/chordsymbolformatter.cpp,699,if,csfRomanWithInversion,"if (endsWith(roman, ""M7"")) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,702,if,csfRomanWithInversion,"if (endsWith(roman, ""7"")) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,717,if,csfIsValidBassNoteName,if (!bass || bass[0] == '\0') return false;
src/composing/analysis/chord/chordsymbolformatter.cpp,718,if,csfIsValidBassNoteName,if (!std::isupper(static_cast<unsigned char>(bass[0]))) return false;
src/composing/analysis/chord/chordsymbolformatter.cpp,721,if,csfIsValidBassNoteName,if (bass[len] != '#' && bass[len] != 'b') return false;
src/composing/analysis/chord/chordsymbolformatter.cpp,722,if,csfIsValidBassNoteName,if (len >= 3) return false;   // max 3 chars
src/composing/analysis/chord/chordsymbolformatter.cpp,733,if,formatSymbol,"if (hasExtension(result.identity.extensions, Extension::OmitsThird) && hasExtension(result.identity.extensions, Extension::MajorSeventh)"
src/composing/analysis/chord/chordsymbolformatter.cpp,736,ternary,formatSymbol,"symbol += hasExtension(result.identity.extensions, Extension::NaturalNinth) ? ""Maj9sus"" : ""Maj7sus"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,737,if,formatSymbol,if (result.identity.bassPc != result.identity.rootPc
src/composing/analysis/chord/chordsymbolformatter.cpp,740,if,formatSymbol,if (csfIsValidBassNoteName(bassName)) {
src/composing/analysis/chord/chordsymbolformatter.cpp,769,if,formatSymbol,"if (hasExtension(result.identity.extensions, Extension::OmitsThird)) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,773,if,formatSymbol,if (result.identity.bassPc != result.identity.rootPc
src/composing/analysis/chord/chordsymbolformatter.cpp,776,if,formatSymbol,if (csfIsValidBassNoteName(bassName)) {
src/composing/analysis/chord/chordsymbolformatter.cpp,811,if,csfDiatonicDegreeForPc,if (scale[d] == interval) {
src/composing/analysis/chord/chordsymbolformatter.cpp,831,if,formatRomanNumeral,if (result.function.degree < 0) {
src/composing/analysis/chord/chordsymbolformatter.cpp,847,if,formatRomanNumeral,if (chrBase.empty()) {
src/composing/analysis/chord/chordsymbolformatter.cpp,856,ternary,formatRomanNumeral,"const std::string suffix = diatonized.size() > 1 ? diatonized.substr(1) : """";"
src/composing/analysis/chord/chordsymbolformatter.cpp,888,if,formatRomanNumeral,if (result.identity.quality == Q::Major
src/composing/analysis/chord/chordsymbolformatter.cpp,891,if,formatRomanNumeral,"if (hasExtension(result.identity.extensions, Extension::SharpEleventh)) {"
src/composing/analysis/chord/chordsymbolformatter.cpp,893,else-if,formatRomanNumeral,} else if (result.identity.naturalFifthPresent) {
src/composing/analysis/chord/chordsymbolformatter.cpp,909,if,formatRomanNumeral,if (result.function.nextRootPc >= 0 && !romanNumeral.empty()) {
src/composing/analysis/chord/chordsymbolformatter.cpp,929,if,formatRomanNumeral,if (isCandidateV || isCandidateViio) {
src/composing/analysis/chord/chordsymbolformatter.cpp,936,if,formatRomanNumeral,if (nextDegree > 0) {
src/composing/analysis/chord/chordsymbolformatter.cpp,941,if,formatRomanNumeral,if (isCandidateV) {
src/composing/analysis/chord/chordsymbolformatter.cpp,948,ternary,formatRomanNumeral,"tonicLabel += isHalfDim ? ""\xc3\xb8"" : ""o""; // ø or °"
src/composing/analysis/chord/chordsymbolformatter.cpp,949,if,formatRomanNumeral,if (isHalfDim
src/composing/analysis/chord/chordsymbolformatter.cpp,958,ternary,formatRomanNumeral,tonicLabel += (upper ? UPPER[nextDegree] : LOWER[nextDegree]);
src/composing/analysis/chord/chordsymbolformatter.cpp,973,if,nashvilleDegree,if (degree >= 0 && degree < 7)
src/composing/analysis/chord/chordsymbolformatter.cpp,980,switch,nashvilleQualitySuffix,switch (result.identity.quality) {
src/composing/analysis/chord/chordsymbolformatter.cpp,981,case,nashvilleQualitySuffix,"case Q::Major:        return """";"
src/composing/analysis/chord/chordsymbolformatter.cpp,982,case,nashvilleQualitySuffix,"case Q::Minor:        return ""m"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,983,case,nashvilleQualitySuffix,"case Q::Diminished:   return ""°"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,984,case,nashvilleQualitySuffix,"case Q::Augmented:    return ""+"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,985,case,nashvilleQualitySuffix,"case Q::HalfDiminished: return ""ø"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,986,case,nashvilleQualitySuffix,"case Q::Suspended2:   return ""sus2"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,987,case,nashvilleQualitySuffix,"case Q::Suspended4:   return ""sus4"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,988,case,nashvilleQualitySuffix,"case Q::Power:        return ""5"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,995,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::MajorSeventh))      ext += ""maj7"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,996,else-if,nashvilleExtensionSuffix,"else if (hasExtension(result.identity.extensions, Extension::MinorSeventh)) ext += ""7"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,997,else-if,nashvilleExtensionSuffix,"else if (hasExtension(result.identity.extensions, Extension::DiminishedSeventh)) ext += ""°7"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,998,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::AddedSixth))        ext += ""6"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,999,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::NaturalNinth))             ext += ""9"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1000,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::NaturalEleventh))          ext += ""11"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1001,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::NaturalThirteenth))        ext += ""13"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1002,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::FlatFifth))         ext += ""♭5"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1003,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::SharpFifth))        ext += ""♯5"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1004,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::FlatNinth))         ext += ""♭9"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1005,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::SharpNinth))        ext += ""♯9"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1006,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::SharpEleventh))     ext += ""#11"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1007,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::FlatThirteenth))    ext += ""♭13"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1008,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::SharpThirteenth))   ext += ""♯13"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1009,if,nashvilleExtensionSuffix,"if (hasExtension(result.identity.extensions, Extension::SixNine))            ext += ""6/9"";"
src/composing/analysis/chord/chordsymbolformatter.cpp,1014,if,nashvilleBassSuffix,if (result.identity.bassPc != result.identity.rootPc) {
src/composing/analysis/chord/chordsymbolformatter.cpp,1026,if,formatNashvilleNumber,if (result.function.degree >= 0 && result.function.degree < 7) {
src/composing/analysis/region/sparsechordrefinement.cpp,37,if,diatonicTriadShapeForDegree,if (degree < 0 || degree > 6) {
src/composing/analysis/region/sparsechordrefinement.cpp,46,ternary,diatonicTriadShapeForDegree,+ (thirdDegree >= 7 ? 12 : 0)
src/composing/analysis/region/sparsechordrefinement.cpp,49,ternary,diatonicTriadShapeForDegree,+ (fifthDegree >= 7 ? 12 : 0)
src/composing/analysis/region/sparsechordrefinement.cpp,52,if,diatonicTriadShapeForDegree,if (thirdInterval == 4 && fifthInterval == 7) {
src/composing/analysis/region/sparsechordrefinement.cpp,55,if,diatonicTriadShapeForDegree,if (thirdInterval == 3 && fifthInterval == 7) {
src/composing/analysis/region/sparsechordrefinement.cpp,58,if,diatonicTriadShapeForDegree,if (thirdInterval == 3 && fifthInterval == 6) {
src/composing/analysis/region/sparsechordrefinement.cpp,61,if,diatonicTriadShapeForDegree,if (thirdInterval == 4 && fifthInterval == 8) {
src/composing/analysis/region/sparsechordrefinement.cpp,76,if,tonesFitTriadShape,if (seenPitchClasses[pitchClass]) {
src/composing/analysis/region/sparsechordrefinement.cpp,82,if,tonesFitTriadShape,if (interval != 0 && interval != thirdInterval && interval != fifthInterval) {
src/composing/analysis/region/sparsechordrefinement.cpp,95,if,distinctPitchClassCount,if (seenPitchClasses[pitchClass]) {
src/composing/analysis/region/sparsechordrefinement.cpp,112,if,diatonicDegreeForRootPc,if ((tonicPc + scale[i]) % 12 == rootPc) {
src/composing/analysis/region/sparsechordrefinement.cpp,125,if,refineSparseChordQualityFromKeyContext,if (result.identity.quality != ChordQuality::Unknown) {
src/composing/analysis/region/sparsechordrefinement.cpp,132,if,refineSparseChordQualityFromKeyContext,if (degree < 0 || degree > 6) {
src/composing/analysis/region/sparsechordrefinement.cpp,134,if,refineSparseChordQualityFromKeyContext,if (degree < 0) {
src/composing/analysis/region/sparsechordrefinement.cpp,145,if,refineSparseChordQualityFromKeyContext,if (!triadShape) {
src/composing/analysis/region/sparsechordrefinement.cpp,154,if,refineSparseChordQualityFromKeyContext,if (uniquePitchClasses == 1
src/composing/analysis/region/sparsechordrefinement.cpp,161,if,refineSparseChordQualityFromKeyContext,"if (!tonesFitTriadShape(tones, result.identity.rootPc, thirdInterval, fifthInterval)) {"
src/composing/analysis/region/sparsechordrefinement.cpp,178,if,applyTonicPriorToSparseChord,if (!isThin) {
src/composing/analysis/region/sparsechordrefinement.cpp,184,if,applyTonicPriorToSparseChord,if (distinctPitchClassCount(tones) > 2) {
src/composing/analysis/region/sparsechordrefinement.cpp,190,if,applyTonicPriorToSparseChord,if (degree < 0) {
src/composing/analysis/region/sparsechordrefinement.cpp,195,if,applyTonicPriorToSparseChord,if (!triadShape) {
src/composing/analysis/region/sparsechordrefinement.cpp,207,if,forceChordTrackQualityFromKeyContext,if (result.identity.quality != ChordQuality::Unknown) {
src/composing/analysis/region/sparsechordrefinement.cpp,213,if,forceChordTrackQualityFromKeyContext,if (!triadShape) {
