file,name,start_line,end_line
src/composing/analysis/chord/chordanalyzer.cpp,templateIntervalsVec,1319,1319
src/composing/analysis/chord/chordanalyzer.cpp,templateIntervalsVec,1320,1320
src/composing/analysis/chord/chordanalyzer.cpp,templateIntervalsVec,1321,1321
src/composing/analysis/chord/chordanalyzer.cpp,templateIntervalsVec,1322,1322
src/composing/analysis/chord/chordanalyzer.cpp,analyzeChord,1061,1595
src/composing/analysis/chord/chordanalyzer.cpp,create,1601,1608
src/composing/analysis/chord/chordanalyzer.h,templateIntervalMask,103,112
src/composing/analysis/chord/chordanalyzer.h,makeTemplateMasks,116,123
src/composing/analysis/chord/chordanalyzer.h,normalizeMergedBassTone,130,147
src/composing/analysis/chord/chordanalyzer.h,mergeChordAnalysisTones,149,184
src/composing/analysis/chord/chordanalyzer.h,bassToneFromTones,186,198
src/composing/analysis/chord/chordanalyzer.h,isDiatonicStep,202,207
src/composing/analysis/chord/chordanalyzer.h,hasExtension,232,235
src/composing/analysis/chord/chordanalyzer.h,hasAnyNinth,237,242
src/composing/analysis/chord/chordanalyzer.h,hasAnyThirteenth,244,249
src/composing/analysis/chord/chordanalyzer.h,setExtension,251,254
src/composing/analysis/chord/chordanalyzer.h,advanceTemporalContext,483,511
src/composing/analysis/chord/chordanalyzer.h,advanceTemporalContext,513,521
src/composing/analysis/chord/chordanalyzer.h,advanceTemporalContext,552,572
src/composing/analysis/chord/chordanalyzer.h,computeRawFanoutSummary,598,614
src/composing/analysis/chord/chordanalyzer.h,inferNextRootPc,735,750
src/composing/analysis/chord/chordslicedecoder.cpp,verticalScore,51,55
src/composing/analysis/chord/chordslicedecoder.cpp,candidateBetter,60,72
src/composing/analysis/chord/chordslicedecoder.cpp,sameChordVoicing,74,77
src/composing/analysis/chord/chordslicedecoder.cpp,sameChordSymbol,79,82
src/composing/analysis/chord/chordslicedecoder.cpp,templateToneCount,88,98
src/composing/analysis/chord/chordslicedecoder.cpp,sameCollectionOverFocal,106,121
src/composing/analysis/chord/chordslicedecoder.cpp,relativePair,127,134
src/composing/analysis/chord/chordslicedecoder.cpp,eligibleNotesInSpan,142,165
src/composing/analysis/chord/chordslicedecoder.cpp,distinctPcCount,168,177
src/composing/analysis/chord/chordslicedecoder.cpp,adaptiveWindow,186,218
src/composing/analysis/chord/chordslicedecoder.cpp,isChordToneOfAny,223,231
src/composing/analysis/chord/chordslicedecoder.cpp,noteSalience,235,240
src/composing/analysis/chord/chordslicedecoder.cpp,isSemitoneStep,242,246
src/composing/analysis/chord/chordslicedecoder.cpp,stepwiseSignals,268,318
src/composing/analysis/chord/chordslicedecoder.cpp,classifyTone,341,375
src/composing/analysis/chord/chordslicedecoder.cpp,allFocalAreTemplateTonesOf,383,392
src/composing/analysis/chord/chordslicedecoder.cpp,focalConsistentAsEmbellishmentsOf,405,423
src/composing/analysis/chord/chordslicedecoder.cpp,candidatesForWindow,432,489
src/composing/analysis/chord/chordslicedecoder.cpp,completeChosenExtensions,499,513
src/composing/analysis/chord/chordslicedecoder.cpp,populateForwardContract,521,543
src/composing/analysis/chord/chordslicedecoder.cpp,symmetricRotationSet,566,598
src/composing/analysis/chord/chordslicedecoder.cpp,focalLineOfFifths,605,619
src/composing/analysis/chord/chordslicedecoder.cpp,spellingRootOf,627,647
src/composing/analysis/chord/chordslicedecoder.cpp,bestRotationCandidate,653,665
src/composing/analysis/chord/chordslicedecoder.cpp,spellingPinnedRoot,669,678
src/composing/analysis/chord/chordslicedecoder.cpp,symmetricRotationSet,713,713
src/composing/analysis/chord/chordslicedecoder.cpp,decideSlice,680,792
src/composing/analysis/chord/chordslicedecoder.cpp,classifyMembership,794,855
src/composing/analysis/chord/chordslicedecoder.cpp,templateTonePresenceCount,857,870
src/composing/analysis/chord/chordslicedecoder.cpp,computeConfidence,872,906
src/composing/analysis/chord/chordslicedecoder.cpp,nameOpenQuestion,908,976
src/composing/analysis/chord/chordslicedecoder.cpp,applyCommitDecision,978,1070
src/composing/analysis/chord/chordslicedecoder.cpp,buildSliceWork,1093,1116
src/composing/analysis/chord/chordslicedecoder.cpp,finalizeSlice,1121,1154
src/composing/analysis/chord/chordslicedecoder.cpp,decodeWindowed,1163,1232
src/composing/analysis/chord/chordslicedecoder.cpp,decode,1236,1251
src/composing/analysis/chord/chordslicedecoder.cpp,redecodeRange,1253,1265
src/composing/analysis/chord/chordslicedecoder.cpp,decisionIsRelevant,1274,1277
src/composing/analysis/chord/chordslicedecoder.cpp,edgeClampAtSlice,1282,1291
src/composing/analysis/chord/chordslicedecoder.cpp,edgeIncrementTicks,1297,1304
src/composing/analysis/chord/chordslicedecoder.cpp,decodeSelection,1308,1416
src/composing/analysis/chord/chordslicedecoder.h,bassIsRoot,353,353
src/composing/analysis/chord/chordslicedecoder.h,pc,481,481
src/composing/analysis/chord/chordsymbolformatter.cpp,csfPitchClassName,43,66
src/composing/analysis/chord/chordsymbolformatter.cpp,csfPitchClassNameFromTpc,85,193
src/composing/analysis/chord/chordsymbolformatter.cpp,csfQualitySuffix,195,446
src/composing/analysis/chord/chordsymbolformatter.cpp,csfChromaticRoman,455,484
src/composing/analysis/chord/chordsymbolformatter.cpp,csfDiatonicRoman,486,618
src/composing/analysis/chord/chordsymbolformatter.cpp,csfCoreIntervals,620,664
src/composing/analysis/chord/chordsymbolformatter.cpp,csfRomanWithInversion,666,707
src/composing/analysis/chord/chordsymbolformatter.cpp,csfIsValidBassNoteName,715,725
src/composing/analysis/chord/chordsymbolformatter.cpp,formatSymbol,727,783
src/composing/analysis/chord/chordsymbolformatter.cpp,csfDiatonicDegreeForPc,807,816
src/composing/analysis/chord/chordsymbolformatter.cpp,csfIsDegreeMajorThird,820,825
src/composing/analysis/chord/chordsymbolformatter.cpp,formatRomanNumeral,827,965
src/composing/analysis/chord/chordsymbolformatter.cpp,nashvilleDegree,971,976
src/composing/analysis/chord/chordsymbolformatter.cpp,nashvilleQualitySuffix,978,991
src/composing/analysis/chord/chordsymbolformatter.cpp,nashvilleExtensionSuffix,993,1011
src/composing/analysis/chord/chordsymbolformatter.cpp,nashvilleBassSuffix,1013,1020
src/composing/analysis/chord/chordsymbolformatter.cpp,formatNashvilleNumber,1023,1050
src/composing/analysis/decode/chordpathdecoder.h,m_level,91,91
src/composing/analysis/decode/chordpathdecoder.h,context,99,99
src/composing/analysis/decode/chordpathdecoder.h,context,100,100
src/composing/analysis/decode/chordpathdecoder.h,commit,112,116
src/composing/analysis/decode/chordpathdecoder.h,recordNode,120,120
src/composing/analysis/decode/chordpathdecoder.h,path,123,123
src/composing/analysis/decode/chordpathdecoder.h,level,126,126
src/composing/analysis/region/sparsechordrefinement.cpp,diatonicTriadShapeForDegree,34,66
src/composing/analysis/region/sparsechordrefinement.cpp,tonesFitTriadShape,68,87
src/composing/analysis/region/sparsechordrefinement.cpp,distinctPitchClassCount,89,102
src/composing/analysis/region/sparsechordrefinement.cpp,diatonicDegreeForRootPc,106,117
src/composing/analysis/region/sparsechordrefinement.cpp,refineSparseChordQualityFromKeyContext,119,166
src/composing/analysis/region/sparsechordrefinement.cpp,applyTonicPriorToSparseChord,168,201
src/composing/analysis/region/sparsechordrefinement.cpp,forceChordTrackQualityFromKeyContext,203,218
src/composing/analysis/types/analysistypes.h,bounds,425,448
src/composing/analysis/types/analysistypes.h,bounds,815,896
