file,line,type_owner,field_type,name,context
src/composing/analysis/types/analysistypes.h,475,ChordTemporalContext,ChordQuality,previousQuality,ChordQuality previousQuality = ChordQuality::Unknown;
src/composing/analysis/types/analysistypes.h,480,ChordTemporalContext,int,previousBassPc,int previousBassPc = -1;
src/composing/analysis/types/analysistypes.h,487,ChordTemporalContext,bool,bassIsStepwiseFromPrevious,bool bassIsStepwiseFromPrevious = false;
src/composing/analysis/types/analysistypes.h,491,ChordTemporalContext,bool,bassIsStepwiseToNext,bool bassIsStepwiseToNext = false;
src/composing/analysis/types/analysistypes.h,497,ChordTemporalContext,int,nextBassPc,int nextBassPc = -1;
src/composing/analysis/types/analysistypes.h,501,ChordTemporalContext,int,nextRootPc,int nextRootPc = -1;
src/composing/analysis/types/analysistypes.h,507,ChordTemporalContext,int,consecutiveBassStepwiseCount,int consecutiveBassStepwiseCount = 0;
src/composing/analysis/types/analysistypes.h,512,ChordTemporalContext,"std::array<int, 3>",recentRootPcs,"std::array<int, 3> recentRootPcs = {-1, -1, -1};"
src/composing/analysis/types/analysistypes.h,517,ChordTemporalContext,double,regionMetricWeight,double regionMetricWeight = 1.0;
src/composing/analysis/types/analysistypes.h,587,KeyModeAnalyzerPreferences,double,noteWeightCap,double noteWeightCap = 3.0;          // [empirical]
src/composing/analysis/types/analysistypes.h,591,KeyModeAnalyzerPreferences,double,bassMultiplier,"double bassMultiplier = 2.0;         // [theory-grounded ordering, empirical value]"
src/composing/analysis/types/analysistypes.h,600,KeyModeAnalyzerPreferences,double,scaleScoreInBoth,double scaleScoreInBoth    =  1.00;  ///< Note is in candidate scale AND key-sig scale [theory-grounded ordering]
src/composing/analysis/types/analysistypes.h,601,KeyModeAnalyzerPreferences,double,scaleScoreInCandidateOnly,double scaleScoreInCandidateOnly = 0.25;  ///< In candidate scale but not key-sig scale [empirical]
src/composing/analysis/types/analysistypes.h,602,KeyModeAnalyzerPreferences,double,scaleScoreInKeySigOnly,double scaleScoreInKeySigOnly    = -0.20; ///< In key-sig scale but not candidate (chromatic neighbour) [empirical]
src/composing/analysis/types/analysistypes.h,603,KeyModeAnalyzerPreferences,double,scaleScoreInNeither,double scaleScoreInNeither       = -0.05; ///< Outside both scales [empirical]
src/composing/analysis/types/analysistypes.h,611,KeyModeAnalyzerPreferences,double,tonicWeight,"double tonicWeight       = 1.60;  ///< Tonic note present [theory-grounded ordering, empirical value]"
src/composing/analysis/types/analysistypes.h,612,KeyModeAnalyzerPreferences,double,thirdWeight,"double thirdWeight       = 0.70;  ///< Third (M3 for major, m3 for minor) [empirical]"
src/composing/analysis/types/analysistypes.h,613,KeyModeAnalyzerPreferences,double,fifthWeight,double fifthWeight       = 0.50;  ///< Perfect fifth [empirical]
src/composing/analysis/types/analysistypes.h,614,KeyModeAnalyzerPreferences,double,leadingToneWeight,"double leadingToneWeight = 0.40;  ///< Leading tone (tonicPc + 11, used for both modes) [empirical]"
src/composing/analysis/types/analysistypes.h,616,KeyModeAnalyzerPreferences,double,completeTriadBonus,double completeTriadBonus  =  2.50;  ///< All three triad notes present simultaneously [empirical]
src/composing/analysis/types/analysistypes.h,617,KeyModeAnalyzerPreferences,double,missingTonicPenalty,double missingTonicPenalty = -2.50;  ///< Tonic entirely absent [empirical]
src/composing/analysis/types/analysistypes.h,619,KeyModeAnalyzerPreferences,double,extraScaleFactor,double extraScaleFactor    = 0.10;   ///< Per-unit weight of non-triad in-scale notes [empirical]
src/composing/analysis/types/analysistypes.h,620,KeyModeAnalyzerPreferences,double,extraScaleCap,double extraScaleCap       = 5.0;    ///< Cap on total extra-scale weight [empirical]
src/composing/analysis/types/analysistypes.h,629,KeyModeAnalyzerPreferences,double,characteristicPitchBoost,double characteristicPitchBoost   = 1.80;  ///< Boost when characteristic pitch is present [empirical]
src/composing/analysis/types/analysistypes.h,630,KeyModeAnalyzerPreferences,double,characteristicPitchPenalty,double characteristicPitchPenalty = -0.60;  ///< Penalty when characteristic pitch is absent [empirical]
src/composing/analysis/types/analysistypes.h,640,KeyModeAnalyzerPreferences,double,trueLeadingToneBoost,double trueLeadingToneBoost = 1.20;  ///< Bonus when semitone-below-tonic is present [empirical]
src/composing/analysis/types/analysistypes.h,652,KeyModeAnalyzerPreferences,double,modePriorIonian,double modePriorIonian          =  1.20;  ///< [empirical — was tier1+0.2]
src/composing/analysis/types/analysistypes.h,653,KeyModeAnalyzerPreferences,double,modePriorDorian,double modePriorDorian          = -0.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,654,KeyModeAnalyzerPreferences,double,modePriorPhrygian,double modePriorPhrygian        = -1.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,655,KeyModeAnalyzerPreferences,double,modePriorLydian,double modePriorLydian          = -1.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,656,KeyModeAnalyzerPreferences,double,modePriorMixolydian,double modePriorMixolydian      = -0.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,657,KeyModeAnalyzerPreferences,double,modePriorAeolian,double modePriorAeolian         =  1.00;  ///< [empirical — was tier1]
src/composing/analysis/types/analysistypes.h,658,KeyModeAnalyzerPreferences,double,modePriorLocrian,double modePriorLocrian         = -3.00;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,661,KeyModeAnalyzerPreferences,double,modePriorMelodicMinor,double modePriorMelodicMinor    = -0.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,662,KeyModeAnalyzerPreferences,double,modePriorDorianB2,double modePriorDorianB2        = -1.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,663,KeyModeAnalyzerPreferences,double,modePriorLydianAugmented,double modePriorLydianAugmented  = -2.00;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,664,KeyModeAnalyzerPreferences,double,modePriorLydianDominant,double modePriorLydianDominant   = -1.00;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,665,KeyModeAnalyzerPreferences,double,modePriorMixolydianB6,double modePriorMixolydianB6    = -1.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,666,KeyModeAnalyzerPreferences,double,modePriorAeolianB5,double modePriorAeolianB5       = -2.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,667,KeyModeAnalyzerPreferences,double,modePriorAltered,double modePriorAltered         = -3.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,670,KeyModeAnalyzerPreferences,double,modePriorHarmonicMinor,double modePriorHarmonicMinor   = -0.30;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,671,KeyModeAnalyzerPreferences,double,modePriorLocrianSharp6,double modePriorLocrianSharp6   = -2.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,672,KeyModeAnalyzerPreferences,double,modePriorIonianSharp5,double modePriorIonianSharp5    = -2.00;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,673,KeyModeAnalyzerPreferences,double,modePriorDorianSharp4,double modePriorDorianSharp4    = -2.00;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,674,KeyModeAnalyzerPreferences,double,modePriorPhrygianDominant,double modePriorPhrygianDominant = -0.80;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,675,KeyModeAnalyzerPreferences,double,modePriorLydianSharp2,double modePriorLydianSharp2    = -2.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,676,KeyModeAnalyzerPreferences,double,modePriorAlteredDomBB7,double modePriorAlteredDomBB7   = -3.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,690,KeyModeAnalyzerPreferences,double,tonalCenterTonicWeight,double tonalCenterTonicWeight  = 2.20;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,691,KeyModeAnalyzerPreferences,double,tonalCenterThirdWeight,double tonalCenterThirdWeight  = 1.00;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,692,KeyModeAnalyzerPreferences,double,tonalCenterFifthWeight,double tonalCenterFifthWeight  = 0.70;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,693,KeyModeAnalyzerPreferences,double,tonalCenterLeadingTone,double tonalCenterLeadingTone  = 0.50;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,694,KeyModeAnalyzerPreferences,double,tonalCenterTriadBonus,double tonalCenterTriadBonus   = 2.00;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,695,KeyModeAnalyzerPreferences,double,tonalCenterDeltaThreshold,double tonalCenterDeltaThreshold = 0.25; ///< Min delta to choose winner outright [empirical]
src/composing/analysis/types/analysistypes.h,704,KeyModeAnalyzerPreferences,double,keySignatureDistancePenalty,double keySignatureDistancePenalty = 0.60;  ///< Per circle-of-fifths step of distance [empirical]
src/composing/analysis/types/analysistypes.h,714,KeyModeAnalyzerPreferences,double,disambiguationTriadBonus,double disambiguationTriadBonus  = 4.50;  ///< One side has complete triad + tonic [empirical]
src/composing/analysis/types/analysistypes.h,715,KeyModeAnalyzerPreferences,double,disambiguationTriadCost,double disambiguationTriadCost   = 1.50;  ///< Applied to the other side [empirical]
src/composing/analysis/types/analysistypes.h,716,KeyModeAnalyzerPreferences,double,disambiguationTonicBonus,double disambiguationTonicBonus  = 1.00;  ///< Only-tonic-present (no complete triad) [empirical]
src/composing/analysis/types/analysistypes.h,733,KeyModeAnalyzerPreferences,double,declaredModePenalty,"double declaredModePenalty = 1.0;  ///< Small declared-mode hint, outside-class candidates [empirical — Stage-5 fits]"
src/composing/analysis/types/analysistypes.h,741,KeyModeAnalyzerPreferences,bool,ignoreDeclaredMode,bool ignoreDeclaredMode = false;  ///< Force mode-absent resolution (measurement floor)
src/composing/analysis/types/analysistypes.h,758,KeyModeAnalyzerPreferences,double,confidenceSigmoidMidpoint,double confidenceSigmoidMidpoint  = 2.0;   ///< Gap at which confidence = 0.5 [empirical]
src/composing/analysis/types/analysistypes.h,759,KeyModeAnalyzerPreferences,double,confidenceSigmoidSteepness,double confidenceSigmoidSteepness = 1.5;   ///< Rate of confidence rise [empirical]
src/composing/analysis/types/analysistypes.h,770,KeyModeAnalyzerPreferences,double,dynamicLookaheadConfidenceThreshold,double dynamicLookaheadConfidenceThreshold = 0.60; ///< Stop expanding when confidence ≥ this [empirical]
src/composing/analysis/types/analysistypes.h,771,KeyModeAnalyzerPreferences,int,dynamicLookaheadStepBeats,int    dynamicLookaheadStepBeats            = 2;    ///< Beats added per expansion step [empirical]
src/composing/analysis/types/analysistypes.h,772,KeyModeAnalyzerPreferences,int,dynamicLookaheadMaxBeats,int    dynamicLookaheadMaxBeats             = 24;   ///< Hard cap on lookahead [empirical]
src/composing/analysis/types/analysistypes.h,782,KeyModeAnalyzerPreferences,double,hysteresisMargin,double hysteresisMargin = 2.0;  ///< Score advantage required to switch modes when key sigs differ [empirical]
src/composing/analysis/types/analysistypes.h,788,KeyModeAnalyzerPreferences,double,relativeKeyHysteresisMargin,"double relativeKeyHysteresisMargin = 2.0;  ///< Same-key-sig switch barrier [empirical, = hysteresisMargin by default]"
src/composing/analysis/types/analysistypes.h,797,KeyModeAnalyzerPreferences,double,beatWeightDownbeat,double beatWeightDownbeat            = 1.0;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,798,KeyModeAnalyzerPreferences,double,beatWeightCompoundStressed,double beatWeightCompoundStressed    = 0.7;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,799,KeyModeAnalyzerPreferences,double,beatWeightSimpleStressed,double beatWeightSimpleStressed      = 0.7;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,800,KeyModeAnalyzerPreferences,double,beatWeightCompoundUnstressed,double beatWeightCompoundUnstressed  = 0.4;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,801,KeyModeAnalyzerPreferences,double,beatWeightSimpleUnstressed,double beatWeightSimpleUnstressed    = 0.4;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,802,KeyModeAnalyzerPreferences,double,beatWeightCompoundSubbeat,double beatWeightCompoundSubbeat     = 0.2;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,803,KeyModeAnalyzerPreferences,double,beatWeightSubbeat,double beatWeightSubbeat             = 0.2;  ///< [empirical]
src/composing/analysis/types/analysistypes.h,912,PitchContext,int,pitch,int pitch = 0;               ///< MIDI pitch number
src/composing/analysis/types/analysistypes.h,913,PitchContext,double,durationWeight,double durationWeight = 1.0; ///< Duration in quarter-note units; larger = more influence
src/composing/analysis/types/analysistypes.h,914,PitchContext,double,beatWeight,"double beatWeight = 1.0;     ///< Metric position: 1.0=downbeat, ~0.2=offbeat"
src/composing/analysis/types/analysistypes.h,915,PitchContext,bool,isBass,bool isBass = false;         ///< True if lowest sounding pitch at this time instant
