cluster_id,size,disposition,rule,decisions,categories,unit_kinds,files
DC-00188,1,restates,BR-3,D-001;D-002;D-003;D-004;D-005;D-006;D-007;D-008;D-009;D-010;D-011;D-012;D-013;D-014;D-015;D-021;D-037;D-040;D-056;D-095;D-100;D-105;D-115;D-119;D-186;D-276,governing,blockquote,ARCHITECTURE.md
DC-00189,1,restates,BR-3,D-001;D-010;D-016;D-017;D-087;D-119,governing,blockquote,ARCHITECTURE.md
DC-00190,1,restates,BR-3,D-009;D-010;D-011;D-012;D-014;D-016;D-018;D-019;D-087;D-089;D-119,governing,blockquote,ARCHITECTURE.md
DC-00191,1,restates,BR-3,D-005;D-008;D-009;D-010;D-013;D-020;D-021;D-053;D-095;D-106;D-115;D-119;D-186,governing,blockquote,ARCHITECTURE.md
DC-00192,1,restates,BR-3,D-093,governing,blockquote,ARCHITECTURE.md
DC-00193,1,restates,BR-3,D-028;D-029;D-091;D-092,governing,blockquote,ARCHITECTURE.md
DC-00194,1,restates,BR-3,D-025;D-027;D-033;D-092,governing,blockquote,ARCHITECTURE.md
DC-00195,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00196,1,restates,BR-3,D-070,governing,paragraph,ARCHITECTURE.md
DC-00197,1,not-a-decision,BR-5,,governing,paragraph,ARCHITECTURE.md
DC-00198,1,restates,BR-3,D-075,governing,paragraph,ARCHITECTURE.md
DC-00199,1,restates,BR-3,D-071;D-087;D-119,governing,paragraph,ARCHITECTURE.md
DC-00200,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00201,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00202,1,restates,BR-3,D-227,governing,paragraph,ARCHITECTURE.md
DC-00203,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00204,1,restates,BR-3,D-074,governing,paragraph,ARCHITECTURE.md
DC-00205,1,restates,BR-3,D-073,governing,bullet,ARCHITECTURE.md
DC-00206,1,restates,BR-3,D-076;D-119,governing,paragraph,ARCHITECTURE.md
DC-00207,1,restates,BR-3,D-232,governing,blockquote,ARCHITECTURE.md
DC-00208,1,restates,BR-3,D-233,governing,paragraph,ARCHITECTURE.md
DC-00209,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00210,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00211,1,restates,BR-3,D-233,governing,paragraph,ARCHITECTURE.md
DC-00212,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00213,1,not-a-decision,BR-5,,governing,paragraph,ARCHITECTURE.md
DC-00214,1,restates,BR-3,D-234,governing,paragraph,ARCHITECTURE.md
DC-00215,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00216,1,restates,BR-3,D-234,governing,paragraph,ARCHITECTURE.md
DC-00217,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00218,1,restates,BR-3,D-025;D-026,governing,blockquote,ARCHITECTURE.md
DC-00219,1,restates,BR-3,D-026;D-027,governing,paragraph,ARCHITECTURE.md
DC-00220,1,restates,BR-3,D-025;D-026;D-027,governing,paragraph,ARCHITECTURE.md
DC-00221,1,restates,BR-3,D-027,governing,bullet,ARCHITECTURE.md
DC-00222,1,restates,BR-3,D-025,governing,bullet,ARCHITECTURE.md
DC-00223,1,restates,BR-3,D-001;D-025;D-035,governing,bullet,ARCHITECTURE.md
DC-00224,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00225,1,restates,BR-3,D-022;D-023;D-048;D-082,governing,paragraph,ARCHITECTURE.md
DC-00226,1,restates,BR-3,D-024;D-070,governing,bullet,ARCHITECTURE.md
DC-00227,1,restates,BR-3,D-025;D-119,governing,bullet,ARCHITECTURE.md
DC-00228,1,restates,BR-3,D-022;D-023;D-028;D-081;D-082;D-084;D-085;D-119,governing,bullet,ARCHITECTURE.md
DC-00229,1,restates,BR-3,D-030;D-031;D-265,governing,bullet,ARCHITECTURE.md
DC-00230,1,restates,BR-3,D-027;D-033,governing,bullet,ARCHITECTURE.md
DC-00231,1,restates,BR-3,D-022;D-029;D-032;D-034;D-037;D-082;D-084;D-085;D-119,governing,bullet,ARCHITECTURE.md
DC-00232,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00233,1,unresolved,BR-8,,governing,table_row,ARCHITECTURE.md
DC-00234,1,restates,BR-3,D-037,governing,paragraph,ARCHITECTURE.md
DC-00235,1,restates,BR-3,D-037;D-038;D-039;D-040;D-095,governing,table_row,ARCHITECTURE.md
DC-00236,1,restates,BR-3,D-022,governing,paragraph,ARCHITECTURE.md
DC-00237,1,restates,BR-3,D-037,governing,paragraph,ARCHITECTURE.md
DC-00238,1,restates,BR-3,D-038,governing,paragraph,ARCHITECTURE.md
DC-00239,1,restates,BR-3,D-039;D-043;D-044;D-045,governing,paragraph,ARCHITECTURE.md
DC-00240,1,restates,BR-3,D-030;D-041;D-049;D-050,governing,paragraph,ARCHITECTURE.md
DC-00241,1,restates,BR-3,D-046;D-047;D-048,governing,paragraph,ARCHITECTURE.md
DC-00242,1,restates,BR-3,D-041;D-050;D-051,governing,paragraph,ARCHITECTURE.md
DC-00243,1,restates,BR-3,D-011;D-037;D-041;D-051,governing,paragraph,ARCHITECTURE.md
DC-00244,1,restates,BR-3,D-013;D-037;D-041;D-052;D-056;D-119,governing,paragraph,ARCHITECTURE.md
DC-00245,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00246,1,restates,BR-3,D-013;D-052;D-119,governing,paragraph,ARCHITECTURE.md
DC-00247,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00248,1,restates,BR-3,D-053,governing,bullet,ARCHITECTURE.md
DC-00249,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00250,1,restates,BR-3,D-115;D-119;D-191,governing,paragraph,ARCHITECTURE.md
DC-00251,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00252,1,restates,BR-3,D-037;D-041,governing,table_row,ARCHITECTURE.md
DC-00253,1,restates,BR-3,D-105,governing,paragraph,ARCHITECTURE.md
DC-00254,1,restates,BR-3,D-080;D-114;D-119,governing,bullet,ARCHITECTURE.md
DC-00255,1,restates,BR-3,D-114,governing,paragraph,ARCHITECTURE.md
DC-00256,1,restates,BR-3,D-105,governing,paragraph,ARCHITECTURE.md
DC-00257,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00258,1,restates,BR-3,D-025;D-027;D-079;D-080;D-081,governing,paragraph,ARCHITECTURE.md
DC-00259,1,restates,BR-3,D-025;D-084,governing,bullet,ARCHITECTURE.md
DC-00260,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00261,1,restates,BR-3,D-052;D-053;D-119,governing,table_row,ARCHITECTURE.md
DC-00262,1,restates,BR-3,D-065,governing,bullet,ARCHITECTURE.md
DC-00263,1,restates,BR-3,D-054;D-064,governing,paragraph,ARCHITECTURE.md
DC-00264,1,restates,BR-3,D-119,governing,blockquote,ARCHITECTURE.md
DC-00265,1,restates,BR-3,D-061,governing,paragraph,ARCHITECTURE.md
DC-00266,1,not-a-decision,BR-7,,governing,table_row,ARCHITECTURE.md
DC-00267,1,restates,BR-3,D-101,governing,paragraph,ARCHITECTURE.md
DC-00268,1,not-a-decision,BR-7,,governing,table_row,ARCHITECTURE.md
DC-00269,1,restates,BR-3,D-067,governing,table_row,ARCHITECTURE.md
DC-00270,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00271,1,unresolved,BR-8,,governing,table_row,ARCHITECTURE.md
DC-00272,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00273,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00274,1,restates,BR-3,D-072;D-073,governing,paragraph,ARCHITECTURE.md
DC-00275,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00276,1,restates,BR-3,D-069,governing,paragraph,ARCHITECTURE.md
DC-00277,1,restates,BR-3,D-013;D-119,governing,bullet,ARCHITECTURE.md
DC-00278,1,restates,BR-3,D-013,governing,bullet,ARCHITECTURE.md
DC-00279,1,unresolved,BR-8,,governing,table_row,ARCHITECTURE.md
DC-00280,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00281,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00282,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00283,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00284,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00285,1,restates,BR-3,D-060,governing,paragraph,ARCHITECTURE.md
DC-00286,1,unresolved,BR-8,,governing,table_row,ARCHITECTURE.md
DC-00287,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00288,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00289,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00290,1,restates,BR-3,D-102,governing,table_row,ARCHITECTURE.md
DC-00291,1,not-a-decision,BR-7,,governing,table_row,ARCHITECTURE.md
DC-00292,1,not-a-decision,BR-7,,governing,table_row,ARCHITECTURE.md
DC-00293,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00294,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00295,1,restates,BR-3,D-062,governing,bullet,ARCHITECTURE.md
DC-00296,1,restates,BR-3,D-070,governing,bullet,ARCHITECTURE.md
DC-00297,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00298,1,restates,BR-3,D-066,governing,bullet,ARCHITECTURE.md
DC-00299,1,restates,BR-3,D-235,governing,paragraph,ARCHITECTURE.md
DC-00300,1,restates,BR-3,D-054,governing,paragraph,ARCHITECTURE.md
DC-00301,1,restates,BR-3,D-235,governing,bullet,ARCHITECTURE.md
DC-00302,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00303,1,restates,BR-3,D-066,governing,paragraph,ARCHITECTURE.md
DC-00304,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00305,1,restates,BR-3,D-066;D-067,governing,bullet,ARCHITECTURE.md
DC-00306,1,restates,BR-3,D-236,governing,paragraph,ARCHITECTURE.md
DC-00307,1,restates,BR-3,D-237,governing,paragraph,ARCHITECTURE.md
DC-00308,1,restates,BR-3,D-066,governing,paragraph,ARCHITECTURE.md
DC-00309,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00310,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00311,1,restates,BR-3,D-238,governing,bullet,ARCHITECTURE.md
DC-00312,1,restates,BR-3,D-239,governing,paragraph,ARCHITECTURE.md
DC-00313,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00314,1,restates,BR-3,D-240,governing,paragraph,ARCHITECTURE.md
DC-00315,1,restates,BR-3,D-240,governing,bullet,ARCHITECTURE.md
DC-00316,1,restates,BR-3,D-241,governing,paragraph,ARCHITECTURE.md
DC-00317,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00318,1,restates,BR-3,D-242,governing,paragraph,ARCHITECTURE.md
DC-00319,1,restates,BR-3,D-097;D-183,governing,bullet,ARCHITECTURE.md
DC-00320,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00321,1,restates,BR-3,D-087,governing,paragraph,ARCHITECTURE.md
DC-00322,1,restates,BR-3,D-013,governing,paragraph,ARCHITECTURE.md
DC-00323,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00324,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00325,1,restates,BR-3,D-055,governing,bullet,ARCHITECTURE.md
DC-00326,1,restates,BR-3,D-055,governing,paragraph,ARCHITECTURE.md
DC-00327,1,restates,BR-3,D-056;D-119,governing,paragraph,ARCHITECTURE.md
DC-00328,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00329,1,restates,BR-3,D-243,governing,paragraph,ARCHITECTURE.md
DC-00330,1,restates,BR-3,D-097;D-183,governing,bullet,ARCHITECTURE.md
DC-00331,1,restates,BR-3,D-069,governing,bullet,ARCHITECTURE.md
DC-00332,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00333,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00334,1,restates,BR-3,D-069;D-119,governing,bullet,ARCHITECTURE.md
DC-00335,1,restates,BR-3,D-089,governing,bullet,ARCHITECTURE.md
DC-00336,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00337,1,restates,BR-3,D-088,governing,paragraph,ARCHITECTURE.md
DC-00338,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00339,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00340,1,unresolved,BR-8,,governing,table_row,ARCHITECTURE.md
DC-00341,1,restates,BR-3,D-128,governing,paragraph,ARCHITECTURE.md
DC-00342,1,restates,BR-3,D-130,governing,paragraph,ARCHITECTURE.md
DC-00343,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00344,1,unresolved,BR-8,,governing,table_row,ARCHITECTURE.md
DC-00345,1,restates,BR-3,D-084;D-119;D-131;D-132,governing,paragraph,ARCHITECTURE.md
DC-00346,1,restates,BR-3,D-119;D-134,governing,paragraph,ARCHITECTURE.md
DC-00347,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00348,1,unresolved,BR-8,,governing,table_row,ARCHITECTURE.md
DC-00349,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00350,1,restates,BR-3,D-135,governing,paragraph,ARCHITECTURE.md
DC-00351,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00352,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00353,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00354,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00355,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00356,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00357,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00358,1,restates,BR-3,D-144,governing,paragraph,ARCHITECTURE.md
DC-00359,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00360,1,restates,BR-3,D-244,governing,paragraph,ARCHITECTURE.md
DC-00361,1,restates,BR-3,D-245,governing,paragraph,ARCHITECTURE.md
DC-00362,1,restates,BR-3,D-146,governing,paragraph,ARCHITECTURE.md
DC-00363,1,restates,BR-3,D-146,governing,paragraph,ARCHITECTURE.md
DC-00364,1,restates,BR-3,D-246,governing,paragraph,ARCHITECTURE.md
DC-00365,1,restates,BR-3,D-247,governing,paragraph,ARCHITECTURE.md
DC-00366,1,restates,BR-3,D-247,governing,bullet,ARCHITECTURE.md
DC-00367,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00368,1,restates,BR-3,D-247,governing,bullet,ARCHITECTURE.md
DC-00369,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00370,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00371,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00372,1,not-a-decision,BR-7,,governing,table_row,ARCHITECTURE.md
DC-00373,1,not-a-decision,BR-5,,governing,paragraph,ARCHITECTURE.md
DC-00374,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00375,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00376,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00377,1,not-a-decision,BR-9,,governing,paragraph,ARCHITECTURE.md
DC-00378,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00379,1,unresolved,BR-8,,governing,bullet,ARCHITECTURE.md
DC-00380,1,restates,BR-3,D-148,governing,paragraph,ARCHITECTURE.md
DC-00381,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00382,1,restates,BR-3,D-150,governing,paragraph,ARCHITECTURE.md
DC-00383,1,restates,BR-3,D-015,governing,paragraph,ARCHITECTURE.md
DC-00384,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00385,1,restates,BR-3,D-248,governing,bullet,ARCHITECTURE.md
DC-00386,1,restates,BR-3,D-106;D-119,governing,bullet,ARCHITECTURE.md
DC-00387,1,restates,BR-3,D-153,governing,paragraph,ARCHITECTURE.md
DC-00388,1,restates,BR-3,D-154,governing,paragraph,ARCHITECTURE.md
DC-00389,1,restates,BR-3,D-159,governing,paragraph,ARCHITECTURE.md
DC-00390,1,restates,BR-3,D-160,governing,paragraph,ARCHITECTURE.md
DC-00391,1,not-a-decision,BR-5,,governing,paragraph,ARCHITECTURE.md
DC-00392,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00393,1,restates,BR-3,D-119,governing,paragraph,ARCHITECTURE.md
DC-00394,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00395,1,restates,BR-3,D-155,governing,paragraph,ARCHITECTURE.md
DC-00396,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00397,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00398,1,not-a-decision,BR-5,,governing,paragraph,ARCHITECTURE.md
DC-00399,1,unresolved,BR-8,,governing,paragraph,ARCHITECTURE.md
DC-00400,1,restates,BR-3,D-119;D-127,governing,paragraph,ARCHITECTURE.md
DC-00401,1,not-a-decision,BR-2,,governing,heading,ARCHITECTURE.md
DC-00402,1,restates,BR-3,D-119;D-140,governing,paragraph,ARCHITECTURE.md
DC-00403,1,restates,BR-3,D-143,governing,paragraph,ARCHITECTURE.md
DC-00404,1,not-a-decision,BR-5,,governing,paragraph,ARCHITECTURE.md
DC-00405,1,restates,BR-3,D-054;D-055;D-058;D-067;D-069;D-076;D-087;D-101;D-104;D-106;D-119;D-153;D-163,governing,paragraph,ARCHITECTURE.md
DC-00406,1,not-a-decision,BR-2,,governing,heading,CLAUDE.md
DC-00407,1,unresolved,BR-8,,governing,paragraph,CLAUDE.md
DC-00408,1,restates,BR-3,D-039;D-099,governing,bullet,CLAUDE.md
DC-00409,1,no-spec-home,BR-4,D-176,governing,bullet,CLAUDE.md
DC-00410,1,no-spec-home,BR-4,D-177,governing,bullet,CLAUDE.md
DC-00411,1,no-spec-home,BR-4,D-178,governing,bullet,CLAUDE.md
DC-00412,1,restates,BR-3,D-119;D-180,governing,bullet,CLAUDE.md
DC-00413,1,restates,BR-3,D-119;D-181,governing,bullet,CLAUDE.md
DC-00414,1,restates,BR-3,D-119;D-182,governing,bullet,CLAUDE.md
DC-00415,1,restates,BR-3,D-097;D-119;D-183;D-271,governing,bullet,CLAUDE.md
DC-00416,1,no-spec-home,BR-4,D-184,governing,bullet,CLAUDE.md
DC-00417,1,restates,BR-3,D-119;D-185,governing,bullet,CLAUDE.md
DC-00418,1,restates,BR-3,D-073;D-095;D-119;D-170;D-186,governing,bullet,CLAUDE.md
DC-00419,1,no-spec-home,BR-4,D-179;D-187,governing,bullet,CLAUDE.md
DC-00420,1,no-spec-home,BR-4,D-188,governing,paragraph,CLAUDE.md
DC-00421,1,no-spec-home,BR-4,D-180;D-189,governing,paragraph,CLAUDE.md
DC-00422,1,restates,BR-3,D-099;D-100;D-111;D-119,governing,paragraph,CLAUDE.md
DC-00423,1,restates,BR-3,D-039;D-073;D-097;D-099;D-119;D-170;D-180;D-188;D-190;D-277,governing,paragraph,CLAUDE.md
DC-00424,1,not-a-decision,BR-2,,governing,heading,CLAUDE.md
DC-00425,1,no-spec-home,BR-4,D-109;D-111,governing,paragraph,CLAUDE.md
DC-00426,1,not-a-decision,BR-9,,governing,paragraph,CLAUDE.md
DC-00427,1,unresolved,BR-8,,governing,bullet,CLAUDE.md
DC-00428,1,unresolved,BR-8,,governing,paragraph,CLAUDE.md
DC-00429,1,restates,BR-3,D-061,governing,paragraph,CLAUDE.md
DC-00430,1,not-a-decision,BR-2,,governing,heading,CLAUDE.md
DC-00431,1,restates,BR-3,D-115;D-161;D-294,governing,paragraph,CLAUDE.md
DC-00432,1,restates,BR-3,D-003;D-005;D-115,governing,paragraph,CLAUDE.md
DC-00433,1,restates,BR-3,D-001;D-003;D-004;D-005;D-114;D-115;D-119,governing,paragraph,CLAUDE.md
DC-00434,1,restates,BR-3,D-001;D-005;D-009;D-010;D-013;D-095;D-115;D-119;D-186,governing,paragraph,CLAUDE.md
DC-00435,1,restates,BR-3,D-099;D-115,governing,paragraph,CLAUDE.md
DC-00436,1,restates,BR-3,D-005;D-115;D-119;D-191,governing,paragraph,CLAUDE.md
DC-00437,1,restates,BR-3,D-114;D-115;D-119,governing,paragraph,CLAUDE.md
DC-00438,1,restates,BR-3,D-115;D-119,governing,paragraph,CLAUDE.md
DC-00439,1,restates,BR-3,D-115;D-119,governing,bullet,CLAUDE.md
DC-00440,1,restates,BR-3,D-115;D-119;D-191,governing,bullet,CLAUDE.md
DC-00441,1,restates,BR-3,D-115;D-119,governing,bullet,CLAUDE.md
DC-00442,1,restates,BR-3,D-001;D-003;D-005;D-115;D-119,governing,paragraph,CLAUDE.md
DC-00443,1,not-a-decision,BR-2,,governing,heading,CLAUDE.md
DC-00444,1,restates,BR-3,D-115;D-119;D-191,governing,paragraph,CLAUDE.md
DC-00445,1,restates,BR-3,D-115;D-119;D-191,governing,paragraph,CLAUDE.md
DC-00446,1,restates,BR-3,D-115;D-119;D-181;D-191,governing,bullet,CLAUDE.md
DC-00447,1,restates,BR-3,D-115;D-119;D-191,governing,bullet,CLAUDE.md
DC-00448,1,not-a-decision,BR-2,,governing,heading,CLAUDE.md
DC-00449,1,restates,BR-3,D-115;D-119;D-191,governing,blockquote,CLAUDE.md
DC-00450,1,no-spec-home,BR-4,D-115,governing,paragraph,CLAUDE.md
DC-00451,1,restates,BR-3,D-115;D-119,governing,paragraph,CLAUDE.md
DC-00452,1,restates,BR-3,D-119;D-191,governing,paragraph,CLAUDE.md
DC-00453,1,restates,BR-3,D-115;D-119,governing,bullet,CLAUDE.md
DC-00454,1,restates,BR-3,D-115;D-119,governing,bullet,CLAUDE.md
DC-00455,1,no-spec-home,BR-4,D-115,governing,paragraph,CLAUDE.md
DC-00456,1,unresolved,BR-8,,governing,paragraph,CLAUDE.md
DC-00457,1,unresolved,BR-8,,governing,bullet,CLAUDE.md
DC-00458,1,restates,BR-3,D-061,governing,paragraph,CLAUDE.md
DC-00459,1,unresolved,BR-8,,governing,paragraph,CLAUDE.md
DC-00460,1,unresolved,BR-8,,governing,paragraph,CLAUDE.md
DC-00461,1,no-spec-home,BR-4,D-192,governing,paragraph,CLAUDE.md
DC-00462,1,unresolved,BR-8,,governing,bullet,CLAUDE.md
DC-00463,1,not-a-decision,BR-2,,governing,heading,CLAUDE.md
DC-00464,1,unresolved,BR-8,,governing,paragraph,CLAUDE.md
DC-00465,1,no-spec-home,BR-4,D-198,governing,paragraph,CLAUDE.md
DC-00466,1,no-spec-home,BR-4,D-198,governing,paragraph,CLAUDE.md
DC-00467,1,restates,BR-3,D-119,governing,paragraph,CLAUDE.md
